code,college,school,areas_of_interest,exam,test_or_quiz,essay_or_report,participation,oral_presentation,max_assessment_weight,max_assessment_type,max_assessment_name,blurb,summary_link,selt_link,title,session,career,units,delivery_type,subject,other,session_list,school_list,college_list,blurb_clean
REGN8049,"College of Law, Governance and Policy",School of Regulation and Global Governance,"Anthropology, Law, Policy Studies, Sociology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/REGN8049_Time_Series_LRN.pdf,Regulating Disruptive Technologies,Winter Session,Postgraduate,3,Online or In Person,REGN,TRUE,,,,NA
REGN8024,"College of Law, Governance and Policy",School of Regulation and Global Governance,"Law, Social Research, Strategic Studies, Nuclear Physics",FALSE,FALSE,TRUE,TRUE,FALSE,30,other,Reflection on a selected reading,NA,https://programsandcourses.anu.edu.au/course/REGN8024/First%20Semester/4106,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/REGN8024_Time_Series_LRN.pdf,Regulating Nuclear Capabilities,First Semester,Postgraduate,6,Online or In Person,REGN,FALSE,,,,NA
REGN9052,"College of Law, Governance and Policy",School of Regulation and Global Governance,"Law, Policy Studies, Social Research, Management, Criminology",FALSE,FALSE,TRUE,TRUE,FALSE,40,essay/report,"3,000-word essay on the use of regulatory and governance scholarship to analyse a social problem",NA,https://programsandcourses.anu.edu.au/course/REGN9052/Summer%20Session/1338,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/REGN9052_Time_Series_LRN.pdf,Regulation and Governance,Summer Session,Postgraduate,6,Online or In Person,REGN,FALSE,,,,NA
REGN8052,"College of Law, Governance and Policy",School of Regulation and Global Governance,"Law, Social Research",FALSE,FALSE,TRUE,TRUE,FALSE,40,essay/report,"3,000-word essay on the use of regulatory and governance scholarship to analyse a social problem",NA,https://programsandcourses.anu.edu.au/course/REGN8052/Summer%20Session/1339,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/REGN8052_Time_Series_LRN.pdf,Regulation and Governance,Summer Session,Postgraduate,6,Online or In Person,REGN,FALSE,,,,NA
REGN8009,"College of Law, Governance and Policy",School of Regulation and Global Governance,"Law, Policy Studies, Social Research, Sociology",FALSE,FALSE,TRUE,FALSE,FALSE,80,essay/report,Academic paper or policy brief or series of academic blogs,NA,https://programsandcourses.anu.edu.au/course/REGN8009/First%20Semester/2514,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/REGN8009_Time_Series_LRN.pdf,Regulation and Governance Research Project,First Semester / Second Semester,Postgraduate,6,Online or In Person,REGN,FALSE,,,,NA
REGN8057,"College of Law, Governance and Policy",School of Regulation and Global Governance,"Human Sciences, Musicology, Policy Studies, Political Sciences",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/REGN8057_Time_Series_LRN.pdf,Regulation and Governance Research and Practice Clinic,NA,Postgraduate,6,Online or In Person,REGN,TRUE,,,,NA
REGN8051,"College of Law, Governance and Policy",School of Regulation and Global Governance,"International Relations, Law, Political Sciences, International Business",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/REGN8051_Time_Series_LRN.pdf,Regulatory Complexity in Asia,NA,Postgraduate,3,Online or In Person,REGN,TRUE,,,,NA
COMP6240,College of Systems and Society,School of Computing,"Information Technology, Algorithms and Data",TRUE,TRUE,FALSE,FALSE,FALSE,60,exam,4. Final Exam,You are not able to enrol in this course if you have successfully completed COMP2400. Incompatible with COMP7240.,https://programsandcourses.anu.edu.au/course/COMP6240/First%20Semester/3805,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/COMP6240_Time_Series_LRN.pdf,Relational Databases,First Semester / Second Semester,Postgraduate,6,In Person,COMP,FALSE,,,,you are not able to enrol in this course if you have successfully completed comp2400. incompatible with comp7240
COMP2400,College of Systems and Society,School of Computing,"Information Technology, Software Engineering, Information Systems, Algorithms and Data",TRUE,TRUE,FALSE,FALSE,FALSE,60,exam,4. Final Exam,You are not able to enrol in this course if you have successfully completed COMP6240. Incompatible with COMP7240.,https://programsandcourses.anu.edu.au/course/COMP2400/First%20Semester/3828,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/COMP2400_Time_Series_LRN.pdf,Relational Databases,First Semester / Second Semester,Undergraduate,6,In Person,COMP,FALSE,,,,you are not able to enrol in this course if you have successfully completed comp6240. incompatible with comp7240
GEND3057,College of Arts and Social Sciences,School of Sociology,Sociology,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course, you must have completed SOCY2043 or 24 units of SOCY or GEND-coded courses, or with permission of the convener. You cannot enrol in this course if you have previously completed SOCY2057, SOCY3057, or GEND2057.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/GEND3057_Time_Series_LRN.pdf,"Relationships, Marriage and Family",NA,Undergraduate,6,In Person,GEND,TRUE,,,,"to enrol in this course, you must have completed socy2043 or 24 units of socy or gend-coded courses, or with permission of the convener. you cannot enrol in this course if you have previously completed socy2057, socy3057, or gend2057"
SOCY3057,College of Arts and Social Sciences,School of Sociology,Sociology,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course, you must have completed SOCY2043 or 24 units of SOCY-coded courses, or with permission of the convener. You cannot enrol in this course if you have previously completed GEND2057, GEND3057, or SOCY2057.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SOCY3057_Time_Series_LRN.pdf,"Relationships, Marriage and Family",NA,Undergraduate,6,In Person,SOCY,TRUE,,,,"to enrol in this course, you must have completed socy2043 or 24 units of socy-coded courses, or with permission of the convener. you cannot enrol in this course if you have previously completed gend2057, gend3057, or socy2057"
CLAS3100,College of Arts and Social Sciences,"School of Literature, Languages and Linguistics","Classics and Ancient History, Latin, Ancient Greek",FALSE,FALSE,TRUE,TRUE,FALSE,40,essay/report,Research Essay (approx. 3000 words) 40%,"To enrol in this course you must have completed 24 units of CLAS, GREK, LATN or HIST courses, or 72 units of ANU courses, or permission of the convenor.",https://programsandcourses.anu.edu.au/course/CLAS3100/First%20Semester/3436,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CLAS3100_Time_Series_LRN.pdf,Remembering and Forgetting in Imperial Greece and Rome,First Semester,Undergraduate,6,In Person,CLAS,FALSE,,,,"to enrol in this course you must have completed 24 units of clas, grek, latn or hist courses, or 72 units of anu courses, or permission of the convenor"
EMSC3025,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Engineering, Environmental Science",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must have completed or be currently studying 24 units of EMSC, ENVS, MATH, ENGN or CHEM courses. You are not able to enrol in this course if you have previously completed GEOL3025 or EMSC6025.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC3025_Time_Series_LRN.pdf,Remote Sensing of Water Resources,Second Semester,Undergraduate,6,In Person,EMSC,TRUE,,,,"to enrol in this course you must have completed or be currently studying 24 units of emsc, envs, math, engn or chem courses. you are not able to enrol in this course if you have previously completed geol3025 or emsc6025"
EMSC6025,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Environmental Studies, Engineering",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be active in the Master of Earth Sciences (Advanced) or the Master of Science in Earth Sciences. Incompatible with EMSC3025 and GEOL3025.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC6025_Time_Series_LRN.pdf,Remote Sensing of Water Resources,Second Semester,Postgraduate,6,In Person,EMSC,TRUE,,,,to enrol in this course you must be active in the <<program:master of earth sciences (advanced)>> or the <<program:master of science in earth sciences>>. incompatible with emsc3025 and geol3025
MUSC8022,College of Arts and Social Sciences,Research School of Humanities and the Arts,"History, Australian Indigenous Studies, Museums and Collections, Human Rights, Heritage Studies",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MUSC8022_Time_Series_LRN.pdf,"Repatriation, Social Justice and Museums",NA,Postgraduate,6,Online or In Person,MUSC,TRUE,,,,NA
MUSC8019,College of Arts and Social Sciences,Research School of Humanities and the Arts,"Archaeology, Biological Anthropology, History, Museums and Collections, Heritage Studies",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MUSC8019_Time_Series_LRN.pdf,"Repatriation: Principles, Policy and Practice",Winter Session,Postgraduate,6,Online,MUSC,TRUE,,,,NA
POGO9098,"College of Law, Governance and Policy",Crawford School of Public Policy,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be enrolled in PhD Crawford School of Public Policy,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO9098_Time_Series_LRN.pdf,Research Analysis and Statistics,NA,Postgraduate,6,In Person,POGO,TRUE,,,,to enrol in this course you must be enrolled in ph d crawford school of public policy
BIAN6019,College of Arts and Social Sciences,School of Archaeology and Anthropology,"Archaeology, Biological Anthropology, Biology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"You are not able to enrol in this course if you have previously completed any of the following courses: ARCH3000, ARCH6126, ARCH8102, BIAN3014 , BIAN6516, or BIAN6500.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BIAN6019_Time_Series_LRN.pdf,Research Design and Analysis in Archaeological and Evolutionary Science,Second Semester,Postgraduate,6,In Person,BIAN,TRUE,,,,"you are not able to enrol in this course if you have previously completed any of the following courses: arch3000, arch6126, arch8102, bian3014 , bian6516, or bian6500"
BIAN3014,College of Arts and Social Sciences,School of Archaeology and Anthropology,"Anthropology, Biological Anthropology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"You are not able to enrol in this course if you have previously completed BIAN3017, ARCH2126, ARCH3000, BIAN6019, BIAN6516, or BIAN6515.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BIAN3014_Time_Series_LRN.pdf,Research Design and Analysis in Biological Anthropology,Second Semester,Undergraduate,6,In Person,BIAN,TRUE,,,,"you are not able to enrol in this course if you have previously completed bian3017, arch2126, arch3000, bian6019, bian6516, or bian6515"
POPH4315,"College of Law, Governance and Policy",National Centre Epidemiology & Population Health,Public Health,FALSE,FALSE,FALSE,FALSE,FALSE,55,other,Research Plan,To enrol in this course you must be studying Population Health Honours Specialisation (POPH-HSPC). You must also have completed or be currently studying POPH4100 and POPH4101. This course is incompatible with POPH8315.,https://programsandcourses.anu.edu.au/course/POPH4315/First%20Semester/2780,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POPH4315_Time_Series_LRN.pdf,Research Design and Methods,First Semester,Undergraduate,6,Online or In Person,POPH,TRUE,,,,to enrol in this course you must be studying population health honours specialisation (poph-hspc). you must also have completed or be currently studying poph4100 and poph4101. this course is incompatible with poph8315
POPH8315,"College of Law, Governance and Policy",National Centre Epidemiology & Population Health,Public Health,FALSE,FALSE,FALSE,FALSE,FALSE,55,other,Research Plan,"To enrol in this course, you must have previously completed, or are currently taking POPH8100 and POPH8101. Incompatible with POPH4315",https://programsandcourses.anu.edu.au/course/POPH8315/First%20Semester/2792,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POPH8315_Time_Series_LRN.pdf,Research Design and Methods,First Semester,Postgraduate,6,Online or In Person,POPH,TRUE,,,,"to enrol in this course, you must have previously completed, or are currently taking poph8100 and poph8101. incompatible with poph4315"
POPH8915,"College of Law, Governance and Policy",National Centre Epidemiology & Population Health,Public Health,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course, you must be active in the Master of Philosophy in Applied Epidemiology Program",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POPH8915_Time_Series_LRN.pdf,Research Design and Methods,Quarter 3,Research,6,In Person,POPH,TRUE,,,,"to enrol in this course, you must be active in the <<program:master of philosophy in applied epidemiology>> program"
INTR8072,College of Asia and the Pacific,Department of International Relations,International Relations,FALSE,FALSE,FALSE,TRUE,FALSE,50,other,Research Proposal,NA,https://programsandcourses.anu.edu.au/course/INTR8072/First%20Semester/3403,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/INTR8072_Time_Series_LRN.pdf,Research Design and Methods in Global Politics,First Semester,Postgraduate,6,Online or In Person,INTR,FALSE,,,,NA
ARCH9106,College of Arts and Social Sciences,School of Archaeology and Anthropology,"Archaeology, Biological Anthropology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ARCH9106_Time_Series_LRN.pdf,Research Design and Research Proposal,First Semester / Second Semester,Postgraduate,12,In Person,ARCH,TRUE,,,,NA
ASIA9075,College of Asia and the Pacific,Coral Bell School of Asia Pacific Affairs,NA,FALSE,FALSE,TRUE,FALSE,TRUE,40,other,A literature review (3000 words),To enrol in this course you must be enrolled in the Bell School PhD or MPhil.,https://programsandcourses.anu.edu.au/course/ASIA9075/Autumn%20Session/5317,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ASIA9075_Time_Series_LRN.pdf,"Research Design and Writing in International, Political, and Strategic Studies",Autumn Session,Postgraduate,6,Online or In Person,ASIA,FALSE,,,,to enrol in this course you must be enrolled in the bell school ph d or mphil
POGO9097,"College of Law, Governance and Policy",Crawford School of Public Policy,Policy Studies,FALSE,FALSE,TRUE,TRUE,FALSE,45,essay/report,Final TPR Draft Paper,To enrol in this course you must be undertaking a PhD in Policy and Governance at the Crawford School of Public Policy,https://programsandcourses.anu.edu.au/course/POGO9097/First%20Semester/3940,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO9097_Time_Series_LRN.pdf,Research Design for Public Policy,First Semester,Postgraduate,6,In Person,POGO,FALSE,,,,to enrol in this course you must be undertaking a ph d in policy and governance at the crawford school of public policy
POGO8997,"College of Law, Governance and Policy",Crawford School of Public Policy,Policy Studies,FALSE,FALSE,TRUE,TRUE,FALSE,45,essay/report,Final TPR Draft Paper,To enrol in this course you must be enrolled in MPhil Crawford School of Public Policy,https://programsandcourses.anu.edu.au/course/POGO8997/First%20Semester/4179,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8997_Time_Series_LRN.pdf,Research Design for Public Policy,First Semester,Postgraduate,6,Online or In Person,POGO,FALSE,,,,to enrol in this course you must be enrolled in mphil crawford school of public policy
PHIL4009,College of Arts and Social Sciences,School of Philosophy,Philosophy,FALSE,FALSE,TRUE,FALSE,FALSE,90,essay/report,Essay,"To enrol in this course you must be studying a Bachelor of Arts (Honours) (HARTS or HART2), Bachelor of Politics, Philosophy and Economics Honours (HPPE) or Bachelor of Asian Studies Honours (HASIA), or completion of at least 144 units towards the Bachelor of Philosophy (Arts) (APHAR or APNAR).",https://programsandcourses.anu.edu.au/course/PHIL4009/First%20Semester/2584,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PHIL4009_Time_Series_LRN.pdf,Research Design in Philosophy,First Semester / Second Semester,Undergraduate,6,In Person,PHIL,FALSE,,,,"to enrol in this course you must be studying a <<program:bachelor of arts (honours)>> (harts or hart2), <<program:bachelor of politics, philosophy and economics>> honours (hppe) or <<program:bachelor of asian studies>> honours (hasia), or completion of at least 144 units towards the <<program:bachelor of philosophy (honours) - science>> (aphar or apnar"
POLS8058,College of Arts and Social Sciences,School of Politics and International Relations,"International Relations, Policy Studies, Political Sciences",FALSE,FALSE,TRUE,TRUE,TRUE,40,essay/report,Research design paper,NA,https://programsandcourses.anu.edu.au/course/POLS8058/First%20Semester/3324,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POLS8058_Time_Series_LRN.pdf,Research Design in Political Science,First Semester,Postgraduate,6,In Person,POLS,FALSE,,,,NA
IDEC8011,"College of Law, Governance and Policy",Crawford School of Public Policy,"Econometrics, Economics, Applied Economics",FALSE,FALSE,TRUE,FALSE,TRUE,80,essay/report,Research essay,"To enrol in this course students must be currently enrolled in the Master of International and Development Economics or the Master of Environmental and Resource Economics and need to have successfully completed CRWF7900 Graduate Academic and Research Skills for Public Policy or equivalent, IDEC8002 Macroeconomic Analysis and Policy or equivalent, IDEC8015 Mathematical Methods in Applied Economics or equivalent, IDEC8016 Microeconomic Analysis and Policy or equivalent, and IDEC8017 Econometric Techniques or equivalent. You are unable to enrol in this course if you have previously completed or are currently enrolled in IDEC8033 Research Project.",https://programsandcourses.anu.edu.au/course/IDEC8011/First%20Semester/2203,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/IDEC8011_Time_Series_LRN.pdf,Research Essay,First Semester / Second Semester,Postgraduate,6,Online or In Person,IDEC,FALSE,,,,"to enrol in this course students must be currently enrolled in the <<program:master of international and development economics>> or the <<program:master of environmental and resource economics>> and need to have successfully completed crwf7900 graduate academic and research skills for public policy or equivalent, idec8002 macroeconomic analysis and policy or equivalent, idec8015 mathematical methods in applied economics or equivalent, idec8016 microeconomic analysis and policy or equivalent, and idec8017 econometric techniques or equivalent. you are unable to enrol in this course if you have previously completed or are currently enrolled in idec8033 research project"
ACST8050,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",NA,FALSE,FALSE,TRUE,FALSE,TRUE,100,essay/report,Research Essay,Students entering this course must have completed at least 48 units of postgraduate study with a GPA of at least 5.0 and have arranged a supervisor for their essay.,https://programsandcourses.anu.edu.au/course/ACST8050/First%20Semester/2440,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST8050_Time_Series_LRN.pdf,Research Essay in Actuarial Studies,First Semester / Second Semester,Postgraduate,6,In Person,ACST,FALSE,,,,students entering this course must have completed at least 48 units of postgraduate study with a gpa of at least 5. 0 and have arranged a supervisor for their essay
STAT8053,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Statistics,FALSE,FALSE,TRUE,FALSE,TRUE,100,essay/report,Research Essay,Students entering this course must have completed at least 48 units of postgraduate study with a GPA of at least 5.0 and have arranged a supervisor for their essay.,https://programsandcourses.anu.edu.au/course/STAT8053/First%20Semester/3144,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/STAT8053_Time_Series_LRN.pdf,Research Essay in Statistics,First Semester / Second Semester,Postgraduate,6,In Person,STAT,FALSE,,,,students entering this course must have completed at least 48 units of postgraduate study with a gpa of at least 5. 0 and have arranged a supervisor for their essay
ARTH4027,College of Arts and Social Sciences,School of Art and Design,"Interdisciplinary Studies - Sustainability, Management, Physics, Film",FALSE,FALSE,TRUE,FALSE,TRUE,50,essay/report,Final Assignment (Writing Exercise),NA,https://programsandcourses.anu.edu.au/course/ARTH4027/First%20Semester/3461,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ARTH4027_Time_Series_LRN.pdf,Research Focus,First Semester / Second Semester,Undergraduate,12,In Person,ARTH,FALSE,,,,NA
ARTH8027,College of Arts and Social Sciences,School of Art and Design,"Interdisciplinary Studies - Sustainability, Management, Physics, Film",FALSE,FALSE,TRUE,FALSE,TRUE,50,essay/report,Final Assignment (Writing Exercise),NA,https://programsandcourses.anu.edu.au/course/ARTH8027/First%20Semester/3465,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ARTH8027_Time_Series_LRN.pdf,Research Focus,First Semester / Second Semester,Postgraduate,12,In Person,ARTH,FALSE,,,,NA
SOCY3001,College of Arts and Social Sciences,School of Sociology,"Policy Studies, Sociology, Criminology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SOCY3001_Time_Series_LRN.pdf,Research Internship,Second Semester,Undergraduate,6,In Person,SOCY,TRUE,,,,NA
PSYC8411,College of Science and Medicine,School of Medicine and Psychology,Psychology,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,In order to enrol in this course you need to be active in the Master of Professional Psychology and have completed or be concurrently enrolled in PSYC8410.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC8411_Time_Series_LRN.pdf,Research Methods and Statistics in Professional Psychology,First Semester,Postgraduate,6,In Person,PSYC,TRUE,,,,in order to enrol in this course you need to be active in the <<program:master of professional psychology>> and have completed or be concurrently enrolled in psyc8410
EMSC4017,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Earth Physics, Geology",FALSE,TRUE,FALSE,FALSE,TRUE,40,other,Research proposal,To enrol in this course you must be enrolled in either Earth and Marine Sciences (EMSC-HSPC) or Physics of the Earth (POTE-HSPC) Honours specialisations. Incompatible with EMSC8017.,https://programsandcourses.anu.edu.au/course/EMSC4017/First%20Semester/2709,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC4017_Time_Series_LRN.pdf,Research Methods for Earth Sciences,First Semester / Second Semester,Undergraduate,6,In Person,EMSC,FALSE,,,,to enrol in this course you must be enrolled in either earth and marine sciences (emsc-hspc) or physics of the earth (pote-hspc) honours specialisations. incompatible with emsc8017
EMSC8017,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Earth Physics, Geology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Students must be enrolled in the Master of Earth Sciences (Advanced) program or the Master of Science in Earth Sciences Incompatible with EMSC4017.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC8017_Time_Series_LRN.pdf,Research Methods for Earth Sciences,First Semester / Second Semester,Postgraduate,6,In Person,EMSC,TRUE,,,,students must be enrolled in the <<program:master of earth sciences (advanced)>> program or the <<program:master of science in earth sciences>> incompatible with emsc4017
EMDV8102,"College of Law, Governance and Policy",Crawford School of Public Policy,Environmental Studies,FALSE,TRUE,FALSE,FALSE,FALSE,35,other,Quantitative Analysis Project (35%),NA,https://programsandcourses.anu.edu.au/course/EMDV8102/First%20Semester/2206,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMDV8102_Time_Series_LRN.pdf,Research Methods for Environmental Management and Development,First Semester,Postgraduate,6,Online or In Person,EMDV,FALSE,,,,NA
SCOM4019,College of Systems and Society,Centre for the Public Awareness of Science,"Political Communication, Science Communication, Environmental Science, Resource and Environmental Management",FALSE,TRUE,TRUE,FALSE,FALSE,40,essay/report,Designing and writing a research project proposal,Incompatible with SCOM8019,https://programsandcourses.anu.edu.au/course/SCOM4019/First%20Semester/3187,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SCOM4019_Time_Series_LRN.pdf,Research Methods for Science Communication,First Semester,Undergraduate,6,Online or In Person,SCOM,FALSE,,,,incompatible with scom8019
ASIA4044,College of Asia and the Pacific,School of Culture History and Language,"Asian Languages, Cultural Studies, Translation Studies, Asian Studies, Literature",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ASIA4044_Time_Series_LRN.pdf,Research Methods in Chinese Studies,NA,Undergraduate,6,In Person,ASIA,TRUE,,,,NA
ASIA8044,College of Asia and the Pacific,School of Culture History and Language,"Resource Management and Environmental Science, Art History, Science Communication, Physiology, Health",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ASIA8044_Time_Series_LRN.pdf,Research Methods in Chinese Studies,NA,Postgraduate,6,In Person,ASIA,TRUE,,,,NA
ASIA9044,College of Asia and the Pacific,School of Culture History and Language,"Asian Languages, Cultural Studies, Translation Studies, Asian Studies, Literature",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must be enrolled in: • Master of Philosophy, Culture, History and Languages (8050XMPHIL), • Doctor of Philosophy, National Security College (9850XPHD), • Doctor of Philosophy, Crawford School of Public Policy (9540XPHD), • Doctor of Philosophy, Regulation and Governance (9560XPHD), • PhD Diplomacy (9561XPHD), • Doctor of Philosophy, International, Political and Strategic Studies (9510XPHD), • PhD China in the World (9513XPHD), • Doctor of Philosophy, Culture History and Languages (9050XPHD), • Master of Philosophy, National Security College (8850XMPHIL), • Master of Philosophy, International, Political and Strategic Studies (8510XMPHIL), • Master of Philosophy, Crawford School of Public Policy (8540XMPHIL) or • Master of Philosophy, Regulation and Governance (8560XMPHIL).",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ASIA9044_Time_Series_LRN.pdf,Research Methods in Chinese Studies,NA,Postgraduate,6,In Person,ASIA,TRUE,,,,"to enrol in this course you must be enrolled in: • <<program:master of philosophy, culture, history and languages>> (8050xmphil), • <<program:doctor of philosophy, national security college>> (9850xphd), • <<program:doctor of philosophy, crawford school of public policy>> (9540xphd), • <<program:doctor of philosophy, regulation and governance>> (9560xphd), • ph d diplomacy (9561xphd), • <<program:doctor of philosophy, international, political and strategic studies>> (9510xphd), • ph d china in the world (9513xphd), • <<program:doctor of philosophy, culture, history and languages>> (9050xphd), • <<program:master of philosophy, national security college>> (8850xmphil), • <<program:master of philosophy, international, political and strategic studies>> (8510xmphil), • <<program:master of philosophy, crawford school of public policy>> (8540xmphil) or • <<program:master of philosophy, regulation and governance>> (8560xmphil"
SCOM8019,College of Systems and Society,Centre for the Public Awareness of Science,"Political Communication, Science Communication, Environmental Science, Resource and Environmental Management",FALSE,TRUE,TRUE,FALSE,FALSE,40,essay/report,Designing and writing a research project proposal,Incompatible with SCOM4019,https://programsandcourses.anu.edu.au/course/SCOM8019/First%20Semester/3188,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SCOM8019_Time_Series_LRN.pdf,Research Methods in Science Communication,First Semester,Postgraduate,6,Online or In Person,SCOM,FALSE,,,,incompatible with scom4019
HLTH1002,College of Science and Medicine,School of Medicine and Psychology,"Medicine, Public Health, Epidemiology, Health",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,HLTH1001 Health in the 21st Century. Restricted to enrollment in the Bachelor of Health Science program or by permission.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/HLTH1002_Time_Series_LRN.pdf,Research Methods in the Health Sciences,Second Semester,Undergraduate,6,In Person,HLTH,TRUE,,,,hlth1001 health in the 21st century. restricted to enrollment in the <<program:bachelor of health science>> program or by permission
BIOL8291,College of Science and Medicine,Biology Teaching and Learning Centre,Biology,FALSE,FALSE,TRUE,FALSE,TRUE,25,oral/presentation,Journal Club Presentation (25%),"Students active in the following programs can enrol in this course without permission: Master of Science in Biological Sciences, Master of Science (Advanced) in Biological Sciences, Master of Biotechnology, Master of Biotechnology (Advanced), Master of Science in Quantitative Biology and Bioinformatics, Master of Science (Advanced) in Quantitative Biology and Bioinformatics or Master of Science in Agricultural Innovation Students active in the Master of Neuroscience or Master of Neuroscience (Advanced) or other programs should consult with their program convener prior to seeking permission to enrol in this course.",https://programsandcourses.anu.edu.au/course/BIOL8291/First%20Semester/2689,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BIOL8291_Time_Series_LRN.pdf,Research Presentation Skills,First Semester / Second Semester,Postgraduate,6,In Person,BIOL,FALSE,,,,"students active in the following programs can enrol in this course without permission: <<program:master of science in biological sciences>> (advanced) in biological sciences, <<program:master of biotechnology>>, <<program:master of biotechnology (advanced)>>, <<program:master of science in quantitative biology and bioinformatics>> and bioinformatics, <<program:master of science (advanced) in quantitative biology and bioinformatics>> or <<program:master of science in agricultural innovation>> students active in the <<program:master of neuroscience>> or <<program:master of neuroscience (advanced)>> or other programs should consult with their program convener prior to seeking permission to enrol in this course"
